name,Season,Apps,Mins,Goals,Assists,Yel,Red,MotM,Rating
sinaly-diomande,2020,27,1119,0,0,3,0,0,6.55
sinaly-diomande,2021,15,803,0,0,2,0,0,6.58
sofian-kiyine,2016,7,65,0,0,1,0,0,6.11
sofian-kiyine,2018,23,809,0,1,7,0,0,6.34
sofian-kiyine,2021,26,1239,1,0,8,1,1,6.49
sofiane-alakouch,2018,25,1901,1,0,4,0,1,6.85
sofiane-alakouch,2019,17,1406,0,0,3,0,0,6.54
sofiane-alakouch,2020,22,1514,0,2,4,0,0,6.48
sofiane-alakouch,2021,4,157,0,0,1,0,0,6.24
sofiane-boufal,2014,14,1016,3,6,1,0,3,7.42
sofiane-boufal,2015,29,2343,11,4,10,2,6,7.56
sofiane-boufal,2016,26,1155,1,0,5,0,0,6.67
sofiane-boufal,2017,26,1215,2,2,1,0,1,6.68
sofiane-boufal,2018,35,2100,3,3,6,0,1,7.03
sofiane-boufal,2019,23,869,0,2,2,0,0,6.6
sofiane-boufal,2020,14,736,1,0,2,0,0,6.62
sofiane-boufal,2021,34,2691,11,4,6,0,6,7.31
sofiane-diop,2018,17,1010,0,0,2,0,0,6.18
sofiane-diop,2020,32,2036,7,1,4,0,0,6.95
sofiane-diop,2021,37,2262,7,5,6,0,2,6.87
sofyan-amrabat,2014,4,205,0,0,1,0,0,6.53
sofyan-amrabat,2015,11,640,0,2,1,0,0,6.75
sofyan-amrabat,2016,34,2823,1,5,7,0,2,7.06
sofyan-amrabat,2017,27,1718,2,2,5,0,0,6.7
sofyan-amrabat,2018,5,303,0,0,1,0,1,6.29
sofyan-amrabat,2019,34,2929,1,1,10,2,0,6.77
sofyan-amrabat,2020,31,2444,0,0,7,0,0,6.53
sofyan-amrabat,2021,28,1322,1,0,7,0,0,6.4
solly-march,2013,24,779,0,1,2,0,0,6.63
solly-march,2014,11,449,1,1,0,0,1,6.67
solly-march,2015,16,1142,3,1,4,0,3,7.19
solly-march,2016,25,1062,3,2,0,0,1,6.81
solly-march,2017,36,1844,1,1,3,0,1,6.6
solly-march,2018,35,2475,1,5,1,0,0,6.79
solly-march,2019,19,1147,0,1,2,0,1,6.59
solly-march,2020,21,1675,2,1,0,0,2,7.07
solly-march,2021,31,1739,0,2,1,0,0,6.59
solomon-bonnah,2021,2,16,0,0,0,0,0,6.17
soma-novothny,2020,14,301,2,0,0,0,0,6.22
soma-novothny,2021,6,75,1,0,0,0,0,6.27
son,2020,28,1092,0,0,3,0,0,6.3
son,2021,26,1979,1,0,5,1,0,6.39
son-heung-min,2010,13,729,3,0,1,0,0,6.61
son-heung-min,2011,27,1245,5,0,0,0,1,6.59
son-heung-min,2012,33,2703,12,2,4,0,2,7.02
son-heung-min,2013,39,2898,10,6,2,0,3,7.2
son-heung-min,2014,41,3145,15,2,5,0,4,7.14
son-heung-min,2015,36,1674,7,5,0,0,1,6.65
son-heung-min,2016,42,2549,15,6,2,0,4,6.99
son-heung-min,2017,44,2738,16,6,0,0,4,7.01
son-heung-min,2018,46,3225,18,7,6,1,4,7.09
son-heung-min,2019,36,2852,16,11,0,2,5,7.31
son-heung-min,2020,44,3453,20,11,0,0,0,7.22
son-heung-min,2021,39,3212,23,7,3,0,6,7.37
sonny-perkins,2021,3,60,0,0,0,0,0,6.12
souleyman-doumbia,2018,7,606,0,0,0,0,0,6.66
souleyman-doumbia,2019,9,715,0,1,2,0,0,6.79
souleyman-doumbia,2020,27,2221,0,1,8,0,0,6.62
souleyman-doumbia,2021,27,2231,0,1,10,1,0,6.61
stanislav-lobotka,2017,38,3061,0,0,2,0,0,6.69
stanislav-lobotka,2018,32,2558,0,1,1,0,0,6.51
stanislav-lobotka,2019,32,2189,0,0,1,0,0,6.48
stanislav-lobotka,2020,25,728,0,0,2,0,0,6.11
stanislav-lobotka,2021,30,2185,1,1,2,0,1,6.79
stanislav-lobotka,2022,3,254,0,0,0,0,1,7.04
stefan-bajic,2019,1,90,0,0,0,0,0,6.26
stefan-bajic,2020,1,90,0,0,0,0,0,5.01
stefan-bajic,2021,7,508,0,0,0,0,0,6.49
stefan-bell,2012,8,473,0,0,2,0,0,6.64
stefan-bell,2013,27,2276,0,4,5,0,1,7.19
stefan-bell,2014,31,2790,3,1,2,0,6,7.5
stefan-bell,2015,30,2635,1,2,3,0,0,7.11
stefan-bell,2016,37,3284,5,1,11,1,0,6.92
stefan-bell,2017,25,2176,1,0,8,0,0,6.81
stefan-bell,2018,25,2250,0,0,7,0,1,6.87
stefan-bell,2020,16,1272,1,1,6,0,2,6.99
stefan-bell,2021,33,2869,2,0,9,0,1,6.74
stefan-de-vrij,2013,35,3099,4,1,2,1,2,7.29
stefan-de-vrij,2014,37,3213,1,0,4,1,2,7.45
stefan-de-vrij,2015,2,180,0,0,0,0,0,7.3
stefan-de-vrij,2016,27,2273,2,3,3,0,0,7.05
stefan-de-vrij,2017,43,3672,7,1,3,0,0,6.9
stefan-de-vrij,2018,36,3232,2,1,3,0,1,6.84
stefan-de-vrij,2019,44,3730,4,5,6,0,2,6.92
stefan-de-vrij,2020,46,3948,1,0,4,0,1,6.84
stefan-de-vrij,2021,42,3441,1,0,3,0,0,6.81
stefan-de-vrij,2022,3,225,0,0,0,0,0,6.51
stefan-ilsanker,2013,9,730,0,0,1,0,0,7.44
stefan-ilsanker,2014,6,540,0,1,3,0,0,7.31
stefan-ilsanker,2015,26,2074,1,1,10,0,5,7.44
stefan-ilsanker,2016,35,2777,0,0,8,0,0,7.05
stefan-ilsanker,2017,27,1659,0,1,2,2,1,6.49
stefan-ilsanker,2018,28,1585,0,0,7,1,0,6.45
stefan-ilsanker,2019,22,1471,2,1,7,0,0,6.69
stefan-ilsanker,2020,35,2041,1,0,5,0,0,6.45
stefan-ilsanker,2021,22,697,0,0,2,0,0,6.3
stefan-lainer,2016,5,335,0,0,0,0,0,6.87
stefan-lainer,2017,14,1290,1,5,2,0,2,7.5
stefan-lainer,2018,14,1260,0,3,3,0,2,7.18
stefan-lainer,2019,37,3254,1,4,10,0,0,6.79
stefan-lainer,2020,51,4382,3,4,7,0,2,6.83
stefan-lainer,2021,21,1477,1,2,3,0,0,6.43
stefan-lainer,2022,3,145,0,0,1,0,0,6.66
stefan-mitrovic,2013,16,1440,0,0,8,0,1,7.06
stefan-mitrovic,2014,14,1138,0,0,2,1,2,6.98
stefan-mitrovic,2015,7,630,0,0,1,0,1,6.94
stefan-mitrovic,2016,9,810,0,1,1,0,0,6.82
stefan-mitrovic,2018,36,3256,0,0,8,2,0,6.57
stefan-mitrovic,2019,23,2054,1,1,4,0,0,6.53
stefan-mitrovic,2020,36,3069,2,0,4,1,0,6.44
stefan-mitrovic,2021,36,3033,0,0,8,1,0,6.48
stefan-mitrovic,2022,2,101,0,0,0,0,0,6.39
stefan-ortega-moreno,2015,15,1350,0,0,1,0,2,6.71
stefan-ortega-moreno,2016,21,1890,0,0,0,0,0,6.48
stefan-ortega-moreno,2017,34,3060,0,1,3,0,4,6.9
stefan-ortega-moreno,2018,31,2790,0,1,1,0,1,6.73
stefan-ortega-moreno,2019,34,3060,0,1,0,0,4,6.96
stefan-ortega-moreno,2020,34,3060,0,1,1,0,2,6.79
stefan-ortega-moreno,2021,33,2970,0,0,1,0,2,6.73
stefan-posch,2017,13,1073,0,0,3,0,0,6.93
stefan-posch,2018,19,1584,0,0,5,0,0,6.7
stefan-posch,2019,31,2586,0,0,9,0,1,6.79
stefan-posch,2020,32,2559,0,0,9,1,1,6.6
stefan-posch,2021,33,2424,2,0,5,0,0,6.53
stefan-posch,2022,1,63,0,0,0,0,0,6.11
stefan-radu,2009,28,2520,0,0,10,0,0,6.92
stefan-radu,2010,26,2267,0,0,5,1,0,6.86
stefan-radu,2011,21,1821,0,1,3,0,1,7.15
stefan-radu,2012,32,2720,2,2,5,0,1,7.27
stefan-radu,2013,30,2700,1,0,10,0,1,7.16
stefan-radu,2014,24,2114,0,2,7,0,0,7.12
stefan-radu,2015,21,1812,0,2,6,1,1,6.96
stefan-radu,2016,29,2416,2,1,10,0,1,6.85
stefan-radu,2017,37,3139,0,2,8,1,0,6.83
stefan-radu,2018,31,2524,0,1,7,0,0,6.7
stefan-radu,2019,29,2316,1,0,8,0,0,6.82
stefan-radu,2020,33,2601,0,3,3,0,1,6.72
stefan-radu,2021,12,680,0,0,3,0,0,6.28
stefan-savic,2010,4,301,0,0,0,0,0,6.78
stefan-savic,2011,13,723,1,0,1,0,0,6.68
stefan-savic,2012,26,2218,2,0,5,0,2,7.31
stefan-savic,2013,35,3150,0,0,5,0,1,7.28
stefan-savic,2014,38,3192,2,2,8,1,0,7.12
stefan-savic,2015,19,1407,0,0,2,0,0,6.96
stefan-savic,2016,42,3556,1,1,7,1,0,6.97
stefan-savic,2017,34,2764,0,0,7,1,1,6.83
stefan-savic,2018,21,1653,1,2,3,2,0,6.65
stefan-savic,2019,26,2370,1,0,6,0,2,6.81
stefan-savic,2020,44,3935,1,0,19,1,2,6.84
stefan-savic,2021,39,3353,0,1,16,0,1,6.79
stefan-strandberg,2012,4,349,0,0,0,0,0,6.83
stefan-strandberg,2013,4,306,1,0,0,0,0,6.82
stefan-strandberg,2015,19,1559,0,0,2,0,0,6.82
stefan-strandberg,2016,13,1170,0,2,4,0,0,7.05
stefan-strandberg,2018,11,906,0,0,1,1,0,6.77
stefan-strandberg,2020,19,1658,1,1,2,1,1,6.82
stefan-strandberg,2021,19,1565,0,1,1,1,0,6.62
stefan-strandberg,2022,3,270,0,0,0,0,0,6.73
stefano-okaka,2009,18,570,3,0,3,0,0,6.43
stefano-okaka,2010,14,724,2,0,1,0,0,6.29
stefano-okaka,2011,14,468,3,0,0,0,0,6.38
stefano-okaka,2013,15,892,5,3,4,0,1,7.04
stefano-okaka,2014,32,2386,4,2,6,0,1,6.61
stefano-okaka,2015,10,913,2,0,0,0,0,6.95
stefano-okaka,2016,19,955,4,0,5,0,1,6.63
stefano-okaka,2017,15,446,1,1,2,0,0,6.37
stefano-okaka,2018,18,994,6,1,5,0,1,6.92
stefano-okaka,2019,33,2423,8,2,10,0,1,6.72
stefano-okaka,2020,23,1504,4,1,2,0,0,6.54
stefano-okaka,2021,33,2684,12,4,8,0,1,6.82
stefano-sabelli,2015,9,675,1,0,1,0,0,6.59
stefano-sabelli,2019,36,3169,0,3,5,0,1,6.75
stefano-sabelli,2021,7,353,0,0,3,0,0,6.05
stefano-sensi,2016,16,1203,1,0,3,0,0,6.82
stefano-sensi,2017,17,1038,2,0,2,0,2,6.7
stefano-sensi,2018,28,1980,2,4,8,0,1,6.91
stefano-sensi,2019,16,923,3,2,2,0,3,7.02
stefano-sensi,2020,20,698,1,0,2,1,0,6.44
stefano-sensi,2021,24,1041,2,0,1,0,0,6.49
stefano-sturaro,2013,16,1113,1,2,7,0,0,6.75
stefano-sturaro,2014,27,1841,1,0,7,1,0,6.65
stefano-sturaro,2015,26,1533,2,0,9,1,1,6.59
stefano-sturaro,2016,28,1390,0,1,7,0,0,6.49
stefano-sturaro,2017,17,849,0,0,2,0,0,6.5
stefano-sturaro,2018,5,216,1,0,0,1,0,6.28
stefano-sturaro,2019,16,1257,1,2,7,0,2,6.84
stefano-sturaro,2020,16,871,1,0,6,0,0,6.32
stefano-sturaro,2021,26,1783,0,0,12,0,0,6.33
stefanos-kapino,2014,2,146,0,0,0,0,0,6.31
stefanos-kapino,2017,5,450,0,0,0,0,0,6.59
stefanos-kapino,2018,1,45,0,0,0,0,0,6.76
stefanos-kapino,2019,1,90,0,0,0,0,0,6.94
stefanos-kapino,2020,18,1620,0,0,3,0,1,6.53
stefanos-kapino,2021,1,90,0,0,0,0,0,7.58
steffen-tigges,2020,7,60,0,0,0,0,0,6.12
steffen-tigges,2021,13,239,3,0,0,0,0,6.32
stephan-el-shaarawy,2009,2,42,0,0,1,0,0,6.04
stephan-el-shaarawy,2011,24,893,2,2,1,0,0,6.48
stephan-el-shaarawy,2012,45,3387,18,6,4,0,6,7.23
stephan-el-shaarawy,2013,9,373,1,0,1,0,0,6.44
stephan-el-shaarawy,2014,18,1200,3,3,3,0,0,6.74
stephan-el-shaarawy,2015,39,2420,10,3,2,0,2,6.9
stephan-el-shaarawy,2016,41,2098,10,4,0,0,2,6.87
stephan-el-shaarawy,2017,43,2522,9,5,1,0,1,6.88
stephan-el-shaarawy,2018,32,2373,11,4,3,0,4,7.21
stephan-el-shaarawy,2019,10,471,1,2,1,0,1,6.58
stephan-el-shaarawy,2020,21,1074,2,1,1,0,0,6.57
stephan-el-shaarawy,2021,28,1093,3,0,1,0,0,6.55
stephan-furstner,2012,30,2660,1,0,8,0,0,6.74
stephan-furstner,2015,21,1301,0,0,4,0,0,6.78
stephan-furstner,2016,29,2322,1,0,7,0,0,7.07
stephan-furstner,2017,18,798,0,0,2,0,0,6.3
stephan-furstner,2021,1,4,0,0,0,0,0,6.0
stephane-bahoken,2010,1,11,0,0,0,0,0,6.12
stephane-bahoken,2011,5,68,0,0,1,0,0,6.14
stephane-bahoken,2012,10,270,2,0,1,0,0,6.28
stephane-bahoken,2017,26,1666,7,1,5,0,0,6.45
stephane-bahoken,2018,32,2493,11,1,3,0,0,6.57
stephane-bahoken,2019,24,1125,6,1,3,0,0,6.38
stephane-bahoken,2020,30,1619,6,2,4,0,2,6.45
stephane-bahoken,2021,32,1241,4,1,1,0,0,6.33
stephane-diarra,2020,13,189,0,0,1,0,0,6.1
stephane-diarra,2021,15,522,0,0,2,0,0,6.48
stephy-mavididi,2017,10,334,0,0,0,0,0,6.22
stephy-mavididi,2018,1,21,0,0,0,0,0,5.79
stephy-mavididi,2019,24,1394,5,1,0,0,0,6.48
stephy-mavididi,2020,35,2034,9,0,3,0,2,6.54
stephy-mavididi,2021,30,2313,8,3,4,0,1,6.71
stevan-jovetic,2009,33,2493,10,8,2,0,3,7.14
stevan-jovetic,2011,27,2348,14,3,3,0,7,7.51
stevan-jovetic,2012,31,2521,13,5,3,0,3,7.54
stevan-jovetic,2013,13,362,3,1,1,0,0,6.75
stevan-jovetic,2014,22,879,5,4,0,0,1,6.75
stevan-jovetic,2015,26,1532,6,2,4,0,2,6.89
stevan-jovetic,2016,28,1410,6,5,5,0,1,6.71
stevan-jovetic,2017,16,816,8,1,1,0,1,6.98
stevan-jovetic,2018,10,500,2,0,1,0,0,6.39
stevan-jovetic,2019,9,475,2,0,2,1,0,6.61
stevan-jovetic,2020,35,1219,10,2,2,0,0,6.68
stevan-jovetic,2021,24,1467,9,1,5,0,3,6.8
steve-mandanda,2009,42,3717,0,0,0,1,1,6.63
steve-mandanda,2010,46,4140,0,0,1,0,0,6.75
steve-mandanda,2011,47,4230,0,1,2,1,2,7.08
steve-mandanda,2012,43,3870,0,0,4,0,5,6.76
steve-mandanda,2013,44,3894,0,0,1,0,3,6.73
steve-mandanda,2014,38,3420,0,0,2,0,0,6.76
steve-mandanda,2015,44,3960,0,0,6,0,3,6.64
steve-mandanda,2016,9,810,0,0,0,0,0,6.26
steve-mandanda,2017,38,3312,0,0,0,1,3,6.59
steve-mandanda,2018,33,2917,0,0,1,1,1,6.45
steve-mandanda,2019,27,2371,0,0,1,0,1,6.66
steve-mandanda,2020,43,3870,0,0,1,0,0,6.36
steve-mandanda,2021,10,900,0,0,0,0,0,6.83
steve-mounie,2015,2,37,0,0,0,0,0,6.12
steve-mounie,2016,35,2830,14,3,4,1,3,7.27
steve-mounie,2017,28,1858,7,1,2,0,3,6.78
steve-mounie,2018,31,1778,2,3,1,1,2,6.69
steve-mounie,2019,34,1778,8,2,3,0,3,6.82
steve-mounie,2020,35,2696,9,4,6,0,2,7.16
steve-mounie,2021,35,2313,9,2,2,0,1,6.89
steven-alzate,2019,19,1183,0,0,1,0,0,6.69
steven-alzate,2020,15,898,1,0,2,0,1,6.41
steven-alzate,2021,11,587,0,0,0,0,0,6.55
steven-bergwijn,2014,1,11,0,0,0,0,0,6.15
steven-bergwijn,2015,6,85,0,1,1,0,0,6.11
steven-bergwijn,2016,31,1138,2,1,1,0,0,6.49
steven-bergwijn,2017,32,2175,8,7,5,0,2,7.34
steven-bergwijn,2018,42,3570,14,13,5,0,4,7.58
steven-bergwijn,2019,36,2526,8,11,6,0,3,7.04
steven-bergwijn,2020,31,1595,2,3,3,0,0,6.53
steven-bergwijn,2021,32,888,5,2,2,0,1,6.39
steven-bergwijn,2022,4,207,1,0,1,0,0,6.87
steven-fortes,2017,2,154,0,0,1,0,0,6.41
steven-fortes,2018,3,136,0,0,0,0,0,6.25
steven-fortes,2020,18,1438,0,0,5,1,0,6.58
steven-fortes,2021,22,1837,0,0,2,2,0,6.53
stian-gregersen,2016,7,444,0,0,0,0,0,6.62
stian-gregersen,2017,27,2305,1,0,5,0,1,6.84
stian-gregersen,2020,9,695,0,0,3,0,1,6.78
stian-gregersen,2021,28,2160,1,1,9,0,0,6.49
stole-dimitrievski,2014,1,90,0,0,0,0,0,5.32
stole-dimitrievski,2018,23,2070,0,0,4,0,1,6.55
stole-dimitrievski,2020,4,337,0,0,0,1,1,6.77
stole-dimitrievski,2021,33,2951,0,0,0,0,1,6.71
stole-dimitrievski,2022,2,180,0,0,0,0,0,5.8
strahinja-pavlovic,2019,6,540,0,1,1,0,0,6.7
strahinja-pavlovic,2020,16,1212,1,0,5,0,2,6.9
strahinja-pavlovic,2021,17,1217,0,0,6,1,1,6.72
strahinja-pavlovic,2022,3,259,0,1,1,0,0,7.49
stuart-armstrong,2014,2,153,1,0,0,0,0,6.65
stuart-armstrong,2015,5,318,0,0,0,0,0,6.3
stuart-armstrong,2016,5,325,0,0,1,0,0,6.29
stuart-armstrong,2017,4,236,0,0,0,0,0,6.28
stuart-armstrong,2018,32,1615,3,2,2,0,0,6.54
stuart-armstrong,2019,30,1716,5,3,4,0,1,6.66
stuart-armstrong,2020,39,3103,4,5,5,0,2,6.72
stuart-armstrong,2021,27,1569,2,0,1,0,0,6.54
stuart-armstrong,2022,3,196,2,2,0,0,0,7.76
stuart-dallas,2014,40,2297,6,2,3,0,1,6.73
stuart-dallas,2015,45,3249,5,6,3,0,1,6.73
stuart-dallas,2016,35,1983,2,3,4,0,0,6.55
stuart-dallas,2017,29,1600,2,1,1,0,1,6.53
stuart-dallas,2018,30,1664,4,0,1,0,1,6.64
stuart-dallas,2019,45,3935,5,3,7,0,1,6.97
stuart-dallas,2020,44,3875,8,2,7,0,3,6.79
stuart-dallas,2021,42,3609,1,1,6,0,3,6.7
stuart-mckinstry,2021,2,50,0,0,0,0,0,6.21
suat-serdar,2015,12,200,0,0,0,0,0,6.2
suat-serdar,2016,12,532,0,0,1,0,1,6.55
suat-serdar,2017,25,1702,2,0,3,0,0,6.7
suat-serdar,2018,33,2240,2,1,4,2,1,6.59
suat-serdar,2019,23,1711,7,0,3,0,4,7.16
suat-serdar,2020,26,1974,1,2,3,0,0,6.56
suat-serdar,2021,32,2385,3,0,6,0,3,6.69
suf-podgoreanu,2021,7,202,0,1,0,0,0,6.33
suk-hyun-jun,2015,2,37,0,0,1,0,0,6.48
suk-hyun-jun,2016,10,491,0,0,2,0,0,6.29
suk-hyun-jun,2017,26,1194,6,0,5,0,0,6.49
suk-hyun-jun,2018,22,785,3,0,3,0,0,6.47
suk-hyun-jun,2019,13,252,1,1,3,0,0,6.36
suk-hyun-jun,2021,9,145,0,0,0,0,0,6.19
suso,2012,18,857,0,1,1,0,0,6.61
suso,2013,33,2265,3,7,9,1,2,6.81
suso,2014,5,223,0,1,0,1,0,6.36
suso,2015,20,1234,6,1,4,0,2,6.98
suso,2016,34,2820,7,9,5,0,5,7.21
suso,2017,42,3281,7,7,3,1,7,7.14
suso,2018,40,3300,8,10,8,1,7,7.35
suso,2019,39,2613,3,3,2,0,2,6.81
suso,2020,38,2514,4,4,2,0,1,6.91
suso,2021,12,619,0,1,1,0,0,6.42
sven-botman,2019,26,2340,2,4,0,0,3,7.16
sven-botman,2020,45,3974,0,1,5,0,1,6.93
sven-botman,2021,30,2668,3,1,5,0,0,6.79
sven-michel,2018,26,2169,10,4,4,0,3,7.18
sven-michel,2019,29,1367,5,1,7,0,0,6.41
sven-michel,2020,24,1626,7,5,1,0,4,6.97
sven-michel,2021,32,1978,17,7,9,0,5,7.07
sven-ulreich,2009,4,271,0,0,0,0,0,6.22
sven-ulreich,2010,34,3060,0,0,2,0,1,6.75
sven-ulreich,2011,34,3060,0,0,3,0,2,6.81
sven-ulreich,2012,44,3960,0,0,3,0,1,6.71
sven-ulreich,2013,31,2790,0,0,3,0,2,6.69
sven-ulreich,2014,28,2520,0,0,0,0,0,6.55
sven-ulreich,2015,2,129,0,0,0,0,0,6.42
sven-ulreich,2016,6,540,0,0,0,0,0,5.95
sven-ulreich,2017,40,3600,0,1,2,0,1,6.68
sven-ulreich,2018,9,757,0,0,0,0,0,6.35
sven-ulreich,2019,2,91,0,0,1,0,0,6.21
sven-ulreich,2020,32,2880,0,0,1,0,0,6.58
sven-ulreich,2021,7,630,0,0,0,0,0,6.36
sydney-van-hooijdonk,2018,12,140,0,0,0,0,0,6.0
sydney-van-hooijdonk,2021,19,1222,7,1,2,0,1,6.69
szymon-zurkowski,2019,5,261,1,1,0,0,1,6.58
szymon-zurkowski,2021,35,2320,6,2,5,0,2,6.8
szymon-zurkowski,2022,4,243,0,0,2,0,0,6.31
tachi,2019,6,236,0,0,1,0,0,6.15
tachi,2020,13,849,0,0,3,1,1,6.37
tachi,2021,5,238,0,0,1,0,0,6.2
taiwo-awoniyi,2015,13,903,1,1,1,0,0,6.49
taiwo-awoniyi,2016,18,958,2,0,2,0,0,6.23
taiwo-awoniyi,2019,12,480,1,0,1,0,0,6.25
taiwo-awoniyi,2020,21,1366,5,2,0,0,0,6.53
taiwo-awoniyi,2021,34,2414,16,1,1,0,5,6.83
takefusa-kubo,2019,38,2496,4,4,4,0,1,6.75
takefusa-kubo,2020,36,1472,2,4,2,1,0,6.46
takefusa-kubo,2021,28,1610,1,0,4,0,0,6.54
takehiro-tomiyasu,2019,32,2802,1,3,9,0,1,6.79
takehiro-tomiyasu,2020,31,2719,2,0,4,0,2,6.77
takehiro-tomiyasu,2021,23,1781,0,1,3,0,1,6.8
takuma-asano,2016,26,1670,4,4,0,0,1,6.73
takuma-asano,2017,15,719,1,0,1,0,0,6.28
takuma-asano,2018,13,702,0,0,0,0,0,5.96
takuma-asano,2019,6,509,2,1,0,0,0,6.84
takuma-asano,2021,27,1618,3,4,1,0,1,6.45
takumi-minamino,2014,1,46,0,0,0,0,0,5.99
takumi-minamino,2016,4,215,0,0,0,0,0,6.65
takumi-minamino,2017,8,197,2,1,1,0,0,6.44
takumi-minamino,2018,10,396,4,1,0,0,1,6.81
takumi-minamino,2019,17,760,2,3,0,0,0,6.54
takumi-minamino,2020,23,1194,3,0,1,0,0,6.39
takumi-minamino,2021,20,812,7,1,2,0,2,6.57
tammy-abraham,2015,2,53,0,0,0,0,0,5.96
tammy-abraham,2016,41,3425,23,3,3,0,4,7.06
tammy-abraham,2017,31,1721,5,1,0,0,2,6.41
tammy-abraham,2018,40,3450,26,3,3,0,5,7.31
tammy-abraham,2019,45,2910,19,4,2,0,4,6.87
tammy-abraham,2020,28,1283,7,2,0,0,2,6.68
tammy-abraham,2021,41,3265,19,5,10,0,4,7.15
tammy-abraham,2022,1,65,0,0,0,0,0,6.11
tanguy-coulibaly,2019,2,20,0,0,0,0,0,6.09
tanguy-coulibaly,2020,31,1510,2,1,2,0,1,6.49
tanguy-coulibaly,2021,21,1082,0,1,8,0,0,6.27
tanguy-ndombele,2017,45,3308,1,7,5,0,2,7.28
tanguy-ndombele,2018,44,3340,3,7,3,0,3,7.02
tanguy-ndombele,2019,27,1350,2,4,4,0,1,6.85
tanguy-ndombele,2020,40,2420,3,3,4,0,2,6.84
tanguy-ndombele,2021,28,1777,3,3,5,0,2,6.7
tanguy-nianzou,2019,8,529,2,0,1,0,1,6.93
tanguy-nianzou,2020,6,116,0,0,1,1,0,6.13
tanguy-nianzou,2021,21,788,1,1,5,0,0,6.51
tanguy-zoukrou,2021,4,75,0,0,1,0,0,6.0
tanner-tessmann,2020,2,140,0,0,0,0,0,6.65
tanner-tessmann,2021,27,1126,0,0,2,1,0,6.25
tariq-lamptey,2019,9,622,0,1,2,0,1,6.81
tariq-lamptey,2020,11,891,1,1,2,1,0,6.73
tariq-lamptey,2021,31,1604,0,2,4,0,0,6.53
tariqe-fosu-henry,2014,1,61,0,0,0,0,0,7.94
tariqe-fosu-henry,2019,36,2150,9,1,3,0,3,6.94
tariqe-fosu-henry,2020,41,1868,4,3,4,0,1,6.61
tariqe-fosu-henry,2021,3,105,0,0,0,0,0,6.87
tarsis-bonga,2020,11,199,0,0,0,0,0,6.23
tarsis-bonga,2021,3,14,0,0,0,0,0,6.05
taylor-richards,2020,41,2642,10,5,4,0,4,6.79
taylor-richards,2021,10,403,0,0,1,0,0,6.34
teemu-pukki,2011,19,633,5,1,0,0,1,6.63
teemu-pukki,2012,22,730,3,1,0,0,0,6.41
teemu-pukki,2013,6,190,0,0,0,0,0,5.93
teemu-pukki,2018,49,4290,32,9,3,0,6,7.2
teemu-pukki,2019,36,2894,11,3,3,0,1,6.53
teemu-pukki,2020,50,4219,28,5,2,0,5,7.03
teemu-pukki,2021,46,3981,17,4,5,0,3,6.56
teemu-pukki,2022,4,303,2,2,0,0,0,7.01
teji-savanier,2018,32,2866,6,14,7,1,8,7.89
teji-savanier,2019,19,1532,6,2,5,0,3,7.45
teji-savanier,2020,27,2175,5,5,6,1,6,7.26
teji-savanier,2021,29,2422,8,7,7,2,8,7.4
terem-moffi,2020,34,2241,15,2,2,0,2,6.72
terem-moffi,2021,37,2736,8,4,1,0,1,6.57
tete,2019,7,279,1,1,0,0,0,6.55
tete,2020,10,724,2,1,0,0,1,6.7
tete,2021,17,1033,2,5,1,0,2,6.88
tete-morente,2020,30,2027,2,5,5,0,0,6.6
tete-morente,2021,32,1636,3,3,4,0,2,6.47
teun-koopmeiners,2017,26,2191,1,4,2,0,1,7.33
teun-koopmeiners,2018,32,2880,8,1,5,0,3,7.11
teun-koopmeiners,2019,33,2937,14,3,6,0,3,7.33
teun-koopmeiners,2020,37,3245,16,7,3,1,6,7.32
teun-koopmeiners,2021,45,2967,4,5,5,0,2,6.79
teun-koopmeiners,2022,4,212,1,0,1,0,0,6.45
theo-hernandez,2016,32,2727,1,3,12,1,2,7.0
theo-hernandez,2017,16,1094,0,1,1,0,0,6.95
theo-hernandez,2018,24,1977,1,2,5,1,3,6.83
theo-hernandez,2019,33,2819,6,3,10,0,3,7.19
theo-hernandez,2020,42,3666,9,8,10,0,2,7.22
theo-hernandez,2021,39,3343,5,8,7,2,4,7.16
theo-hernandez,2022,2,180,0,0,0,0,0,7.03
theo-le-bris,2021,4,57,0,0,0,0,0,6.0
theo-walcott,2009,28,1380,4,2,0,0,0,6.69
theo-walcott,2010,33,1973,11,7,0,0,2,6.91
theo-walcott,2011,41,3198,8,9,2,0,0,6.83
theo-walcott,2012,41,2668,16,12,3,0,1,7.09
theo-walcott,2013,15,953,6,4,1,0,2,7.09
theo-walcott,2014,16,491,5,0,0,0,1,6.56
theo-walcott,2015,34,1694,7,3,0,0,1,6.64
theo-walcott,2016,34,2197,14,2,2,0,1,7.03
theo-walcott,2017,25,1640,6,5,2,0,6,7.05
theo-walcott,2018,37,2124,5,2,1,0,0,6.51
theo-walcott,2019,25,1297,2,3,1,0,1,6.46
theo-walcott,2020,22,1641,3,3,0,0,1,6.53
theo-walcott,2021,11,455,0,0,0,0,0,6.08
thiago,2009,1,13,1,0,0,0,0,7.09
thiago,2010,13,752,2,1,1,0,0,7.28
thiago,2011,34,2248,2,4,3,1,1,7.37
thiago,2012,29,1531,2,4,4,0,2,7.13
thiago,2013,25,1765,5,5,2,0,4,7.87
