name,Season,Apps,Mins,Goals,Assists,Yel,Red,MotM,Rating
adam-szalai,2009,15,791,1,1,0,0,0,6.41
adam-szalai,2010,20,1287,4,3,1,0,1,6.82
adam-szalai,2011,15,1072,3,1,2,1,0,6.66
adam-szalai,2012,29,2406,13,3,6,0,3,6.97
adam-szalai,2013,35,1850,7,0,2,0,1,6.58
adam-szalai,2014,26,1318,4,4,2,1,2,6.7
adam-szalai,2015,16,794,0,2,2,0,0,6.37
adam-szalai,2016,26,1007,9,1,3,0,1,6.72
adam-szalai,2017,19,912,5,1,3,1,2,6.58
adam-szalai,2018,43,2540,10,4,4,1,2,6.67
adam-szalai,2019,27,1141,1,1,1,0,0,6.36
adam-szalai,2020,25,1178,2,1,2,0,0,6.3
adam-szalai,2021,19,879,4,2,2,0,0,6.56
adam-szalai,2022,4,312,0,0,0,0,0,6.67
alex-collado,2018,1,84,0,0,0,0,0,5.96
alex-collado,2019,1,5,0,0,0,0,0,6.1
alex-collado,2021,17,1027,2,1,1,0,1,6.58
alex-fernandez,2010,1,1,0,0,0,0,0,6.0
alex-fernandez,2013,21,550,0,1,0,0,0,6.34
alex-fernandez,2014,5,149,0,0,0,0,0,6.18
alex-fernandez,2015,8,247,0,0,0,0,0,6.29
alex-fernandez,2020,25,1950,4,1,1,0,0,6.6
alex-fernandez,2021,32,2051,3,2,2,0,1,6.54
alex-moreno,2014,11,457,0,0,0,0,0,6.3
alex-moreno,2018,36,3140,1,1,5,0,1,6.73
alex-moreno,2019,31,2267,0,4,5,0,0,6.58
alex-moreno,2020,23,1787,0,2,4,0,0,6.75
alex-moreno,2021,37,2805,5,3,5,1,2,6.82
alex-remiro,2019,25,2250,0,0,0,0,0,6.61
alex-remiro,2020,45,4050,0,0,0,0,2,6.51
alex-remiro,2021,40,3600,0,0,1,0,1,6.69
alex-sola,2018,1,90,0,0,0,0,0,8.03
alex-sola,2021,2,39,0,0,0,0,0,6.43
alvaro-aguirre,2021,1,8,0,0,0,0,0,5.98
alvaro-bastida,2020,1,34,0,0,0,0,0,5.95
alvaro-bastida,2021,6,195,0,0,1,0,0,6.13
alvaro-fernandez,2016,1,45,0,0,0,0,0,6.2
alvaro-fernandez,2020,22,1980,0,0,0,0,1,6.64
alvaro-fernandez,2021,16,1440,0,0,0,0,1,6.46
alvaro-garcia,2013,4,101,0,0,0,0,0,6.13
alvaro-garcia,2018,35,1759,4,2,3,0,0,6.34
alvaro-garcia,2021,36,3006,7,4,6,0,1,6.81
alvaro-gonzalez,2010,3,262,0,0,2,0,0,6.84
alvaro-gonzalez,2011,34,3031,1,0,14,0,1,6.88
alvaro-gonzalez,2012,33,2942,1,0,12,2,0,6.85
alvaro-gonzalez,2013,1,90,0,0,0,0,0,7.24
alvaro-gonzalez,2014,36,3047,1,0,11,0,1,6.76
alvaro-gonzalez,2015,36,3227,0,1,10,0,0,6.63
alvaro-gonzalez,2016,31,2475,1,1,10,0,1,6.65
alvaro-gonzalez,2017,36,3169,0,2,15,1,0,6.75
alvaro-gonzalez,2018,41,3597,1,3,16,2,2,6.67
alvaro-gonzalez,2019,20,1629,0,0,4,1,0,6.62
alvaro-gonzalez,2020,38,3374,2,3,15,0,0,6.56
alvaro-gonzalez,2021,8,631,0,0,2,0,0,6.43
alvaro-jimenez,2017,13,524,1,1,3,1,0,6.35
alvaro-jimenez,2021,9,228,0,0,0,0,0,6.21
alvaro-morata,2010,1,1,0,0,0,0,0,6.08
alvaro-morata,2011,1,8,0,0,0,0,0,6.16
alvaro-morata,2012,13,409,2,2,3,0,1,6.69
alvaro-morata,2013,33,978,13,2,3,0,0,6.81
alvaro-morata,2014,41,2065,13,5,8,1,3,6.84
alvaro-morata,2015,42,1990,9,9,8,0,2,6.84
alvaro-morata,2016,39,1790,21,5,8,0,2,7.0
alvaro-morata,2017,38,2450,12,6,8,0,1,6.85
alvaro-morata,2018,39,2431,13,1,10,0,1,6.78
alvaro-morata,2019,42,2590,15,3,6,1,4,6.87
alvaro-morata,2020,48,3175,21,10,4,1,6,7.04
alvaro-morata,2021,49,3325,13,8,5,0,5,6.84
alvaro-morata,2022,4,231,1,0,0,0,0,6.72
alvaro-negredo,2009,42,2344,12,5,0,3,5,6.81
alvaro-negredo,2010,38,2623,20,5,4,0,4,7.2
alvaro-negredo,2011,30,2341,14,3,5,0,4,7.15
alvaro-negredo,2012,38,3091,25,1,3,0,5,7.25
alvaro-negredo,2013,40,2054,14,4,3,0,1,6.91
alvaro-negredo,2014,30,1532,5,4,4,0,1,6.77
alvaro-negredo,2015,32,1682,6,2,0,0,0,6.66
alvaro-negredo,2016,36,2880,9,4,5,0,2,6.91
alvaro-negredo,2017,36,1528,8,7,3,0,0,6.74
alvaro-negredo,2018,4,352,2,1,0,0,0,7.47
alvaro-negredo,2020,35,2217,8,4,3,1,4,6.75
alvaro-negredo,2021,34,2157,7,2,3,0,3,6.74
alvaro-odriozola,2016,15,1285,0,4,0,0,1,6.61
alvaro-odriozola,2017,41,3458,1,4,2,1,0,6.63
alvaro-odriozola,2018,17,1407,0,2,2,0,0,6.74
alvaro-odriozola,2019,9,606,0,2,1,1,0,6.62
alvaro-odriozola,2020,15,861,2,0,1,0,0,6.59
alvaro-odriozola,2021,25,1730,1,1,4,1,0,6.34
alvaro-sanz,2021,2,27,0,0,0,0,0,6.01
alvaro-vadillo,2011,4,112,0,0,0,0,0,6.58
alvaro-vadillo,2012,14,498,0,2,3,0,0,6.53
alvaro-vadillo,2013,25,1337,1,2,4,0,0,6.47
alvaro-vadillo,2015,3,85,0,0,0,0,0,6.14
alvaro-vadillo,2019,22,1222,3,1,0,0,0,6.53
alvaro-vadillo,2021,3,6,0,0,1,0,0,6.06
angel-correa,2015,31,1076,6,4,8,0,1,6.71
angel-correa,2016,40,1471,4,8,7,0,0,6.66
angel-correa,2017,52,3067,9,8,5,1,4,6.88
angel-correa,2018,44,2276,3,3,9,1,1,6.66
angel-correa,2019,41,2513,5,6,7,0,1,6.58
angel-correa,2020,46,2895,9,10,3,0,2,6.9
angel-correa,2021,46,2261,13,5,5,1,2,6.57
angel-di-maria,2010,45,3053,9,14,8,0,5,7.48
angel-di-maria,2011,30,1807,7,16,6,1,2,7.37
angel-di-maria,2012,43,2784,7,10,3,1,2,6.97
angel-di-maria,2013,45,3208,7,22,7,0,3,7.49
angel-di-maria,2014,32,2068,4,10,2,0,1,7.14
angel-di-maria,2015,45,3368,15,22,0,0,10,7.86
angel-di-maria,2016,36,2588,10,8,1,1,6,7.32
angel-di-maria,2017,35,2265,12,7,1,0,3,7.25
angel-di-maria,2018,41,3237,15,14,3,0,3,7.43
angel-di-maria,2019,40,2904,11,20,5,0,8,7.56
angel-di-maria,2020,37,2560,5,13,1,1,5,7.22
angel-di-maria,2021,31,1916,5,8,2,0,3,7.07
angel-montoro,2015,9,433,0,0,2,0,0,6.56
angel-montoro,2016,17,1107,0,0,1,0,0,6.49
angel-montoro,2019,15,975,2,5,6,0,2,6.89
angel-montoro,2020,31,1925,2,2,10,0,0,6.6
angel-montoro,2021,24,1331,1,1,5,0,0,6.29
angel-rodriguez,2009,24,318,1,0,1,0,0,6.11
angel-rodriguez,2012,16,597,3,1,1,0,0,6.29
angel-rodriguez,2013,9,244,2,0,0,0,0,6.23
angel-rodriguez,2014,15,526,0,1,1,0,0,6.14
angel-rodriguez,2017,33,2299,13,2,6,0,3,6.78
angel-rodriguez,2018,37,1821,8,3,4,0,2,6.46
angel-rodriguez,2019,40,1840,13,3,8,0,3,6.55
angel-rodriguez,2020,33,1364,5,0,4,0,1,6.19
angel-rodriguez,2021,29,1551,4,2,4,0,0,6.37
caglar-soyuncu,2016,24,2072,0,1,4,0,1,6.86
caglar-soyuncu,2017,26,2153,1,0,4,2,0,6.58
caglar-soyuncu,2018,10,732,0,0,1,0,0,6.4
caglar-soyuncu,2019,34,3037,1,1,4,1,0,7.04
caglar-soyuncu,2020,31,2463,1,0,5,0,1,6.71
caglar-soyuncu,2021,38,3354,1,0,6,0,1,6.75
caglar-soyuncu,2022,3,226,0,0,1,0,0,6.81
ederson,2018,5,177,0,0,1,0,0,6.23
ederson,2019,21,1650,2,0,4,0,1,6.83
ederson,2020,16,711,0,0,1,0,0,6.43
ederson,2021,49,3780,3,3,11,0,4,6.97
edouard-mendy,2018,38,3420,0,0,3,0,5,6.84
edouard-mendy,2019,30,2615,0,0,1,1,2,6.79
edouard-mendy,2020,44,3916,0,0,2,0,0,6.7
edouard-mendy,2021,49,4501,0,0,3,0,1,6.64
eric-ebimbe,2020,30,2152,1,1,5,0,0,6.5
eric-ebimbe,2021,11,322,0,0,2,0,0,6.35
inigo-lekue,2015,26,1493,1,0,2,0,1,6.74
inigo-lekue,2016,30,1890,3,1,2,0,1,6.72
inigo-lekue,2017,41,2845,0,1,4,0,0,6.69
inigo-lekue,2018,4,210,0,0,1,0,0,6.51
inigo-lekue,2019,14,617,0,1,0,0,0,6.38
inigo-lekue,2020,18,635,0,0,1,0,0,6.31
inigo-lekue,2021,25,1928,0,2,3,0,0,6.59
inigo-martinez,2011,26,2203,3,0,8,2,0,6.96
inigo-martinez,2012,34,3060,4,0,9,0,2,6.93
inigo-martinez,2013,45,4023,2,0,13,0,0,6.87
inigo-martinez,2014,34,3028,3,0,6,0,3,7.09
inigo-martinez,2015,30,2700,1,0,7,0,1,6.95
inigo-martinez,2016,34,3000,3,2,9,1,2,6.86
inigo-martinez,2017,31,2766,1,1,7,0,1,6.88
inigo-martinez,2018,35,2996,0,0,12,0,0,6.82
inigo-martinez,2019,33,2970,1,1,10,0,0,6.9
inigo-martinez,2020,28,2520,1,0,9,1,0,6.59
inigo-martinez,2021,32,2703,3,0,8,2,2,6.9
inigo-martinez,2022,2,180,1,0,0,0,0,7.21
oliver-torres,2012,8,171,0,0,0,0,0,6.37
oliver-torres,2013,18,773,1,1,2,0,0,6.53
oliver-torres,2014,8,524,0,0,2,0,0,6.53
oliver-torres,2015,28,1067,1,2,4,0,0,6.48
oliver-torres,2016,36,2593,3,3,1,0,1,6.97
oliver-torres,2017,22,1098,0,3,2,0,1,6.81
oliver-torres,2018,30,1604,2,2,3,0,1,6.77
oliver-torres,2019,33,1949,4,4,5,0,1,6.79
oliver-torres,2020,40,1675,0,4,3,0,1,6.58
oliver-torres,2021,34,1378,2,3,2,0,0,6.43
oscar-de-marcos,2009,19,902,1,0,1,0,0,6.52
oscar-de-marcos,2010,13,529,0,2,3,0,0,6.5
oscar-de-marcos,2011,34,2926,4,4,9,1,1,6.91
oscar-de-marcos,2012,40,3504,7,3,14,0,0,6.83
oscar-de-marcos,2013,35,1958,5,2,3,0,0,6.64
oscar-de-marcos,2014,43,3620,2,3,6,0,1,6.82
oscar-de-marcos,2015,43,3662,1,4,9,0,1,6.98
oscar-de-marcos,2016,32,2589,1,4,4,0,0,6.74
oscar-de-marcos,2017,25,2023,1,2,5,0,0,6.69
oscar-de-marcos,2018,30,2427,1,2,4,2,1,6.57
oscar-de-marcos,2019,13,544,0,1,1,0,0,6.25
oscar-de-marcos,2020,25,1517,1,2,2,0,1,6.44
oscar-de-marcos,2021,22,1685,1,2,4,0,0,6.76
oscar-duarte,2014,15,1326,1,0,0,1,0,7.18
oscar-duarte,2015,16,1376,1,0,5,0,0,6.67
oscar-duarte,2016,15,1124,0,0,4,0,0,6.45
oscar-duarte,2017,11,990,0,0,1,0,0,6.62
oscar-duarte,2018,13,837,0,0,0,0,0,6.52
oscar-duarte,2019,8,484,0,0,0,0,0,6.44
oscar-duarte,2020,29,2063,1,0,2,0,0,6.56
oscar-duarte,2021,23,1775,2,0,5,0,0,6.62
oscar-gil,2021,22,1698,0,2,7,0,1,6.61
oscar-melendo,2016,11,300,0,0,0,0,0,6.14
oscar-melendo,2017,18,682,0,1,1,0,0,6.25
oscar-melendo,2018,32,2006,0,5,3,0,0,6.6
oscar-melendo,2019,30,1527,2,1,0,0,0,6.34
oscar-melendo,2021,21,999,0,0,0,0,0,6.37
oscar-mingueza,2020,32,2149,2,3,5,0,0,6.74
oscar-mingueza,2021,26,1255,0,1,2,0,0,6.46
oscar-rodriguez,2018,31,2515,4,3,5,0,1,6.9
oscar-rodriguez,2019,30,1925,9,2,6,1,4,6.81
oscar-rodriguez,2020,28,809,0,2,4,0,0,6.46
oscar-rodriguez,2021,30,1384,0,1,4,0,0,6.46
oscar-trejo,2011,33,2336,4,2,5,0,2,6.95
oscar-trejo,2013,32,2073,2,1,4,1,1,6.67
oscar-trejo,2014,31,2125,4,3,4,0,2,6.87
oscar-trejo,2015,34,2177,4,4,6,1,2,6.98
oscar-trejo,2016,29,2322,2,5,4,0,5,7.3
oscar-trejo,2018,26,1774,1,4,5,1,0,6.64
oscar-trejo,2021,32,2023,3,9,13,0,2,7.0
oscar-valentin,2021,35,2580,0,0,8,0,0,6.65
aaron-connolly,2019,24,1266,3,1,0,0,1,6.37
aaron-connolly,2020,20,1050,2,1,1,0,0,6.3
aaron-connolly,2021,28,1724,4,0,3,0,2,6.39
aaron-cresswell,2013,42,3745,2,12,2,1,2,7.08
aaron-cresswell,2014,38,3420,2,4,5,0,2,6.85
aaron-cresswell,2015,37,3315,2,4,1,0,0,6.81
aaron-cresswell,2016,26,2118,0,2,2,1,1,6.46
aaron-cresswell,2017,36,3073,1,7,7,0,0,6.69
aaron-cresswell,2018,20,1591,0,1,1,0,0,6.68
aaron-cresswell,2019,31,2730,3,0,7,0,0,6.62
aaron-cresswell,2020,36,3172,0,8,3,0,2,6.81
aaron-cresswell,2021,41,3553,2,6,4,2,1,6.73
aaron-escandell,2019,3,270,0,0,0,0,0,6.77
aaron-escandell,2020,6,540,0,0,1,0,0,6.7
aaron-escandell,2021,5,284,0,0,1,1,0,6.27
aaron-hickey,2020,11,763,0,0,3,1,0,6.25
aaron-hickey,2021,37,2925,5,1,7,0,3,6.68
aaron-hickey,2022,1,14,0,0,0,0,0,6.13
aaron-lennon,2009,22,1805,3,9,1,0,1,7.33
aaron-lennon,2010,43,3012,3,7,1,0,1,6.87
aaron-lennon,2011,23,1582,3,5,1,0,0,6.83
aaron-lennon,2012,45,3596,4,8,1,0,1,6.95
aaron-lennon,2013,31,2462,1,3,1,0,1,6.7
aaron-lennon,2014,28,1586,2,2,3,0,0,6.62
aaron-lennon,2015,25,1540,5,0,1,0,0,6.73
aaron-lennon,2016,11,510,0,1,0,0,0,6.37
aaron-lennon,2017,30,1991,0,2,2,0,0,6.46
aaron-lennon,2018,16,1217,1,1,1,0,1,6.38
aaron-lennon,2019,16,486,0,0,4,0,0,6.08
aaron-lennon,2020,36,2683,0,5,2,1,0,6.48
aaron-lennon,2021,31,1713,2,0,2,0,0,6.3
aaron-martin,2016,30,2587,0,0,5,0,1,6.88
aaron-martin,2017,32,2815,0,0,6,0,1,6.76
aaron-martin,2018,33,2879,0,3,3,0,3,6.98
aaron-martin,2019,24,1977,0,1,2,0,0,6.63
aaron-martin,2020,24,1801,0,3,1,0,0,6.51
aaron-martin,2021,28,2296,1,1,7,0,1,6.84
aaron-ramsdale,2019,37,3330,0,1,0,0,1,6.69
aaron-ramsdale,2020,38,3420,0,0,1,0,2,6.55
aaron-ramsdale,2021,40,3600,0,0,1,0,2,6.66
aaron-ramsdale,2022,2,180,0,0,0,0,0,5.99
aaron-ramsey,2009,23,925,3,3,0,0,1,6.79
aaron-ramsey,2010,7,356,1,0,1,0,0,6.46
aaron-ramsey,2011,39,2747,3,4,4,0,0,6.75
aaron-ramsey,2012,43,2456,2,2,7,0,1,6.88
aaron-ramsey,2013,29,2230,12,9,5,0,7,7.65
aaron-ramsey,2014,35,2415,9,7,6,0,2,7.14
aaron-ramsey,2015,36,2915,5,5,5,0,2,7.13
aaron-ramsey,2016,32,1986,2,9,5,0,1,6.91
aaron-ramsey,2017,30,2388,11,9,1,0,1,7.38
aaron-ramsey,2018,38,2080,7,7,0,0,0,6.8
aaron-ramsey,2019,30,1249,4,1,2,0,1,6.55
aaron-ramsey,2020,34,1899,3,4,3,0,1,6.72
aaron-ramsey,2021,15,603,2,0,1,0,0,6.42
aaron-ramsey,2022,2,79,0,1,0,0,1,7.53
aaron-wan-bissaka,2017,7,628,0,0,1,0,0,7.52
aaron-wan-bissaka,2018,35,3135,0,3,4,1,3,7.27
aaron-wan-bissaka,2019,41,3639,0,4,9,0,3,7.17
aaron-wan-bissaka,2020,49,4261,2,5,5,0,3,7.08
aaron-wan-bissaka,2021,26,2213,0,0,2,1,1,6.85
abdel-jalil-zaim-idriss-medioub,2020,16,1036,0,1,3,0,0,6.42
abdel-jalil-zaim-idriss-medioub,2021,10,620,0,0,0,0,0,6.35
abdelhamid-sabiri,2016,9,620,5,0,2,0,3,7.37
abdelhamid-sabiri,2017,5,221,0,1,1,0,0,6.3
abdelhamid-sabiri,2018,2,50,0,0,0,0,0,6.16
abdelhamid-sabiri,2019,24,1039,4,1,6,0,2,6.55
abdelhamid-sabiri,2021,14,895,3,2,3,0,3,7.0
abdessamad-ezzalzouli,2021,10,582,1,0,4,0,1,6.94
abdon-prats,2011,1,10,0,0,0,0,0,6.06
abdon-prats,2019,20,261,0,0,1,0,0,5.99
abdon-prats,2021,25,636,3,0,4,0,0,6.27
abdou-diallo,2014,5,85,0,0,0,0,0,6.23
abdou-diallo,2016,6,476,0,0,0,0,0,7.06
abdou-diallo,2017,27,2416,2,1,5,0,1,6.94
abdou-diallo,2018,35,3001,1,1,2,1,1,6.92
abdou-diallo,2019,19,1312,0,1,4,0,0,6.82
abdou-diallo,2020,30,1999,0,2,1,2,0,6.67
abdou-diallo,2021,21,1703,1,1,2,0,0,7.02
abdou-harroui,2017,1,90,0,0,0,0,0,6.73
abdou-harroui,2019,26,2148,4,8,2,0,2,7.33
abdou-harroui,2020,33,2844,6,2,1,0,2,7.2
abdou-harroui,2021,23,529,0,0,3,0,0,6.12
abdoulaye-bakayoko,2021,4,309,0,0,0,0,0,6.94
abdoulaye-bamba,2011,24,2030,0,0,4,0,0,6.48
abdoulaye-bamba,2016,8,593,0,2,2,0,0,6.93
abdoulaye-bamba,2017,18,1533,0,0,2,0,0,6.4
abdoulaye-bamba,2018,30,2574,0,4,6,0,0,6.71
abdoulaye-bamba,2019,7,553,0,0,2,0,0,6.59
abdoulaye-bamba,2020,16,1350,0,0,2,0,0,6.45
abdoulaye-bamba,2021,10,455,0,0,1,0,0,6.13
abdoulaye-doucoure,2012,4,319,1,0,0,0,1,7.18
abdoulaye-doucoure,2013,20,1170,6,4,2,0,0,6.73
abdoulaye-doucoure,2014,35,2752,3,5,5,0,0,6.69
abdoulaye-doucoure,2015,31,2100,2,4,6,0,1,6.71
abdoulaye-doucoure,2016,20,1351,1,0,4,0,0,6.48
abdoulaye-doucoure,2017,37,3325,7,3,10,0,1,7.0
abdoulaye-doucoure,2018,35,3062,5,6,7,0,0,6.76
abdoulaye-doucoure,2019,37,3167,4,2,9,0,1,6.67
abdoulaye-doucoure,2020,29,2452,2,3,6,0,0,6.78
abdoulaye-doucoure,2021,31,2601,2,4,6,0,1,6.72
abdoulaye-sylla,2020,2,7,0,0,0,0,0,6.08
abdoulaye-sylla,2021,2,158,0,0,1,0,0,5.93
abdoulaye-toure,2013,1,23,0,0,0,0,0,6.09
abdoulaye-toure,2015,4,202,0,0,0,0,1,7.04
abdoulaye-toure,2016,12,370,0,0,1,0,0,6.24
abdoulaye-toure,2017,36,2813,1,1,3,0,3,6.94
abdoulaye-toure,2018,34,2750,3,1,4,1,1,6.85
abdoulaye-toure,2019,27,2220,3,0,3,0,2,6.81
abdoulaye-toure,2020,29,1686,2,2,2,0,0,6.5
abdoulaye-toure,2021,18,868,0,1,1,0,0,6.33
abdourahmane-barry,2020,9,611,0,0,0,0,0,6.3
abdourahmane-barry,2021,8,204,0,0,2,0,0,6.03
abdu-conte,2019,23,1975,0,3,5,0,0,6.55
abdu-conte,2020,22,1845,0,3,2,0,0,6.55
abdu-conte,2021,33,2735,0,1,4,0,0,6.41
aboubacar-sidibe,2021,1,5,0,0,0,0,0,6.01
achraf-hakimi,2017,11,937,2,0,0,0,1,7.15
achraf-hakimi,2018,29,2380,2,7,5,0,0,7.01
achraf-hakimi,2019,45,3817,9,10,5,0,4,7.33
achraf-hakimi,2020,42,3032,7,9,7,0,3,6.91
achraf-hakimi,2021,45,3684,6,6,7,1,4,6.95
adam-armstrong,2013,4,30,0,0,0,0,0,6.07
adam-armstrong,2014,11,204,0,1,1,0,0,6.09
adam-armstrong,2016,36,1952,6,4,3,0,0,6.42
adam-armstrong,2017,20,1118,1,0,0,0,0,6.34
adam-armstrong,2018,44,2854,5,3,1,0,1,6.51
adam-armstrong,2019,46,3483,16,6,0,0,0,6.81
adam-armstrong,2020,40,3469,28,5,3,0,6,7.15
adam-armstrong,2021,24,1536,2,2,1,0,1,6.41
adam-forshaw,2010,1,7,0,0,0,0,0,6.08
adam-forshaw,2014,36,1850,1,1,5,0,0,6.51
adam-forshaw,2015,29,1028,2,2,0,0,1,6.53
adam-forshaw,2016,34,2700,0,1,4,0,0,6.61
adam-forshaw,2017,23,1327,0,1,3,0,0,6.67
adam-forshaw,2018,31,1909,0,0,3,0,0,6.66
adam-forshaw,2019,7,585,0,1,3,0,0,6.76
adam-forshaw,2021,25,1703,0,1,5,0,0,6.32
adam-idah,2019,12,221,0,0,0,0,0,5.98
adam-idah,2020,21,562,3,1,3,1,0,6.23
adam-idah,2021,25,1131,1,1,1,0,1,6.36
adam-lallana,2012,30,2242,3,5,2,0,1,6.96
adam-lallana,2013,38,3102,9,5,3,0,3,7.24
adam-lallana,2014,36,2221,5,3,5,0,1,6.79
adam-lallana,2015,43,3090,7,7,3,0,2,7.07
adam-lallana,2016,34,2573,8,7,3,0,1,7.08
adam-lallana,2017,14,385,0,0,1,0,0,6.21
adam-lallana,2018,16,569,0,0,2,0,0,6.45
adam-lallana,2019,15,374,1,1,1,0,0,6.34
adam-lallana,2020,30,1592,1,1,0,0,0,6.45
adam-lallana,2021,24,1561,0,1,4,0,0,6.5
adam-marusic,2017,37,2836,3,6,3,1,1,6.82
adam-marusic,2018,33,2674,2,1,2,2,0,6.62
adam-marusic,2019,15,940,2,1,3,0,0,6.69
adam-marusic,2020,48,4051,2,4,5,0,2,6.67
adam-marusic,2021,46,3744,3,1,5,1,0,6.63
adam-marusic,2022,3,182,1,0,1,0,1,6.88
adam-masina,2015,33,2625,2,3,8,1,2,7.08
adam-masina,2016,32,2428,1,0,6,1,2,6.88
adam-masina,2017,34,2841,0,1,8,1,1,6.87
adam-masina,2018,14,1004,0,1,5,0,0,6.66
adam-masina,2019,26,1819,1,0,3,0,0,6.66
adam-masina,2020,25,1927,2,0,4,0,2,7.03
adam-masina,2021,21,1647,0,1,1,0,0,6.63
adam-obert,2021,6,273,0,0,0,0,0,6.37
adam-ounas,2015,26,1334,5,2,6,0,0,6.85
adam-ounas,2016,26,1220,3,2,5,1,1,6.58
adam-ounas,2017,11,186,1,0,0,0,0,6.39
adam-ounas,2018,24,673,4,1,1,0,2,6.54
adam-ounas,2019,19,1260,5,5,2,1,2,7.22
adam-ounas,2020,22,1516,4,3,1,0,4,7.14
adam-ounas,2021,21,440,2,0,1,0,0,6.51
adam-webster,2016,23,1866,1,1,1,0,2,7.35
adam-webster,2017,28,2287,0,2,6,0,6,7.24
adam-webster,2018,44,3747,3,0,5,0,4,7.3
adam-webster,2019,31,2670,3,1,4,0,0,6.79
adam-webster,2020,29,2595,1,0,4,0,1,6.77
adam-webster,2021,23,1495,3,0,5,0,2,6.72
adama-soumaoro,2013,4,330,0,0,0,1,0,6.41
adama-soumaoro,2014,1,90,0,0,0,0,0,6.63
adama-soumaoro,2015,28,2320,1,0,6,0,1,6.99
adama-soumaoro,2016,27,2326,0,0,1,1,0,6.99
adama-soumaoro,2017,14,1195,0,0,2,0,0,6.5
adama-soumaoro,2018,20,1730,0,1,5,1,0,6.73
adama-soumaoro,2019,15,1141,2,0,2,0,0,6.67
adama-soumaoro,2020,25,1998,1,1,5,0,0,6.63
adama-soumaoro,2021,28,2267,0,0,6,2,0,6.5
adama-traore,2013,2,15,0,0,0,0,0,6.45
adama-traore,2015,10,184,0,1,1,0,0,6.38
adama-traore,2016,28,1553,0,1,1,0,2,7.0
adama-traore,2017,36,2427,5,10,3,2,14,7.8
adama-traore,2018,29,896,1,1,1,0,1,6.59
adama-traore,2019,47,3238,6,9,2,0,7,7.46
adama-traore,2020,41,2798,2,2,4,0,4,7.09
adama-traore,2021,41,1941,1,4,0,0,6,6.88
ademola-lookman,2015,24,1501,5,1,1,0,0,6.57
ademola-lookman,2016,8,290,1,0,0,0,0,6.41
ademola-lookman,2017,21,955,7,4,2,0,2,6.87
ademola-lookman,2018,21,602,0,2,0,0,0,6.47
ademola-lookman,2019,12,369,0,0,0,0,0,6.1
ademola-lookman,2020,34,2756,4,4,5,0,2,6.92
ademola-lookman,2021,32,1748,8,1,2,0,1,6.68
adil-aouchiche,2019,1,65,0,0,0,0,0,7.17
adil-aouchiche,2020,34,1742,2,5,2,0,1,6.7
adil-aouchiche,2021,35,1068,0,4,2,0,0,6.24
adil-rami,2009,34,3020,3,0,10,0,1,7.1
adil-rami,2010,36,3224,0,2,5,0,1,6.89
adil-rami,2011,39,3510,3,1,10,1,0,7.05
adil-rami,2012,35,2981,1,2,5,2,2,6.87
adil-rami,2013,24,1944,3,1,6,1,2,7.11
adil-rami,2014,21,1665,1,1,5,0,1,6.95
adil-rami,2015,39,3436,1,1,10,1,0,6.62
adil-rami,2016,32,2775,0,1,6,1,0,6.89
adil-rami,2017,47,4219,2,2,8,0,0,6.98
adil-rami,2018,20,1680,1,1,3,0,1,6.6
adil-rami,2019,1,46,0,0,0,0,0,5.26
adil-rami,2020,22,1800,0,0,4,0,0,6.58
adil-rami,2021,17,1173,3,0,1,0,0,6.49
admir-mehmedi,2009,2,85,0,0,0,0,0,6.16
admir-mehmedi,2012,4,142,0,0,0,0,0,6.11
admir-mehmedi,2013,37,2962,13,4,2,1,4,7.3
admir-mehmedi,2014,32,2590,5,1,3,0,2,6.96
admir-mehmedi,2015,37,1887,6,5,5,0,1,6.76
admir-mehmedi,2016,32,1869,5,1,1,0,0,6.63
admir-mehmedi,2017,17,989,3,3,3,0,1,6.79
admir-mehmedi,2018,27,1718,7,5,1,0,1,6.96
admir-mehmedi,2019,26,1631,3,4,0,0,1,6.68
admir-mehmedi,2020,23,935,0,2,0,0,0,6.36
admir-mehmedi,2021,10,312,1,0,1,0,0,6.38
adnan-januzaj,2013,29,1740,4,3,7,0,2,6.93
adnan-januzaj,2014,19,910,0,0,0,0,0,6.48
adnan-januzaj,2015,16,635,1,1,2,0,0,6.55
adnan-januzaj,2016,25,1630,0,3,3,1,0,6.52
adnan-januzaj,2017,34,1948,4,6,4,0,5,6.97
adnan-januzaj,2018,22,1356,2,3,1,0,1,7.04
adnan-januzaj,2019,24,1168,3,3,3,0,1,6.6
adnan-januzaj,2020,34,1415,4,5,2,0,3,6.88
adnan-januzaj,2021,41,2148,4,3,7,0,2,6.74
adria-pedrosa,2018,12,760,1,0,1,0,1,6.63
adria-pedrosa,2019,25,1420,2,1,3,0,0,6.4
adria-pedrosa,2021,31,2723,1,1,8,0,1,6.68
adrian-butzke,2021,14,579,2,1,3,0,1,6.39
adrian-embarba,2013,11,333,0,1,0,0,0,6.38
adrian-embarba,2014,14,833,3,3,1,0,0,7.18
adrian-embarba,2015,28,1833,2,5,5,0,0,6.7
adrian-embarba,2018,36,2291,5,6,3,1,1,6.78
adrian-embarba,2019,18,1381,2,4,4,0,2,6.96
adrian-embarba,2021,32,1998,0,2,4,0,1,6.69
adrian-fein,2018,21,1023,0,2,3,0,0,6.42
adrian-fein,2019,31,2625,1,2,2,0,1,6.81
